restaurant_id,Title,Reviews,Rating,Price,Revenue,Cuisine,Cuisine_countries,Cuisine_countries_0,Cuisine_countries_1,Cuisine_countries_2,Cuisine_countries_3,Cuisine_auxes,lat,lng,restaurants_count,Population,Pricexm2
1069,Mamma Orsa,96,4,,96,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.46055,9.1453,43,44222,2150
1070,Harp Pub Guinness,92,4,8.5,92,"Italian, Pub, Bar",1E+040,0,100000000000,0,0,1E+021,45.47728,9.2255,61,36376,1900
1071,Pandy e Mucca,45,4.5,6.5,45,Fast Food,0,0,0,0,0,1000000000000,45.45445,9.20967,60,16739,3100
1072,Ristorante turco Turkuaz,101,4,,101,"Turkish, Middle Eastern",1E+029,0,1,1E+025,0,0,45.49114,9.16187,18,18122,2750
1073,El Pastee de Milan - Caradosso,31,4.5,10,31,Italian,1E+040,0,100000000000,0,0,0,45.46732,9.1731,51,17962,6050
1074,La Pietra Blu,20,4.5,,20,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.48911,9.15315,13,8863,4200
1075,Atmosphere American Pub,36,4.5,12.5,36,Pub,0,0,0,0,0,1000000,45.47526,9.21455,193,62347,4750
1076,This is Not a Sushibar Papi,25,4.5,35.5,25,"Sushi, Japanese, Asian",1E+073,1E+019,10000000000,0,0,10,45.45011,9.20694,60,16739,3100
1077,Cori,82,4.5,32.5,82,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.44725,9.17867,81,20008,4000
1078,Ristorante Pizzeria Il Gabbiano,55,4,,55,"Italian, Pizza, Seafood",1E+040,0,100000000000,0,0,10100000,45.43923,9.17866,13,11572,2000
1079,Ristorante Cinese Xing Long,106,4,,106,"Chinese, Asian",1.00000000000001E+073,1.00000000000001E+019,0,0,0,0,45.48881,9.22964,70,44572,2800
1080,The Sweet Lab,16,5,8,16,"Italian, International",1.01E+042,0,10100000000000,0,0,0,45.45906,9.17847,204,16765,4950
1081,Noyi Restaurant Japanese,83,4,20.5,83,"Chinese, Japanese, Seafood",1E+059,100000,10000000000,0,0,100000,45.44711,9.1537,23,13793,3900
1082,Sushi Etc.,130,4,35.5,130,"Japanese, Sushi, Asian",1E+073,1E+019,10000000000,0,0,10,45.47333,9.19565,114,18492,6250
1083,Wang Jiang,200,4,24,200,"Chinese, Japanese, Seafood, Sushi, Asian, Fusion",1.00000000000001E+073,1.00000000000001E+019,1.00000001E+018,0,0,100010,45.46671,9.14759,34,27088,4550
1084,StrEat,164,4,15.5,164,"American, Brew Pub, Grill, Bar, Pub",1E+077,1E+023,0,0,0,1.00100000001E+021,45.47718,9.14915,52,21394,3500
1085,M24 ristorante,30,4.5,21,30,"Chinese, Asian",1.00000000000001E+073,1.00000000000001E+019,0,0,0,0,45.47438,9.20893,193,62347,4750
1087,Due Chef,36,4.5,,36,"Italian, Seafood, Pizza",1E+040,0,100000000000,0,0,10100000,45.49756,9.22033,70,44572,2800
1088,Alla Toscana,197,4,,197,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.44104,9.213,5,12426,3100
1089,Al Rubattino,105,4,,105,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.47636,9.24809,14,11819,1600
1090,SHiNy,164,3.5,25,164,"Chinese, Japanese, Seafood, Sushi, Asian, Fusion",1.00000000000001E+073,1.00000000000001E+019,1.00000001E+018,0,0,100010,45.4707,9.22237,193,62347,4750
1091,Golfo di Mondello Rosticceria,119,4,,119,Italian,1E+040,0,100000000000,0,0,0,45.49171,9.2053,90,18831,3200
1092,Ristorante Pizzeria Rossana,109,4,,109,"Italian, Pizza, Mediterranean",1.000000001E+040,0,100000000100,0,0,10000000,45.47602,9.14433,52,21394,3500
1093,Mandarin Asian Restaurant,181,4,30,181,"Chinese, Thai, Japanese, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,100,0,10,45.45086,9.20486,60,16739,3100
1094,Mamma Sushi,38,4.5,,38,"Japanese, Sushi, Asian",1E+073,1E+019,10000000000,0,0,10,45.46702,9.1443,43,44222,2150
1095,"Brek, I Feel Food",360,3.5,9,360,"Italian, Fast Food, Grill",1E+040,0,100000000000,0,0,1010000000000,45.46632,9.19871,204,16765,4950
1096,Iume Sushi Ristorante,121,4,27,121,"Chinese, Japanese, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,10,45.4405,9.21444,37,36129,1900
1097,Ice Cup cafe,54,4,,54,"Italian, Bar, Pub",1E+040,0,100000000000,0,0,1E+021,45.474,9.19502,114,18492,6250
1098,Ristorante Samarkand,65,4,,65,"Asian, Middle Eastern, Persian, Afghani, Uzbek",1.000001E+079,1.000001E+025,1,1.000001E+025,100,0,45.49785,9.17331,19,23546,2000
1099,Al Mercante in Fiera,111,4,24,111,"Italian, Pizza, Seafood",1E+040,0,100000000000,0,0,10100000,45.47827,9.16256,32,17883,4300
1100,Mini Sushi,83,4,27,83,"Chinese, Japanese, Sushi, Asian, Fusion, Middle Eastern",1.00000000000001E+073,1.00000000000001E+019,1.00000001E+018,1E+025,0,10,45.46136,9.21154,89,31720,4100
1101,Aziz Fast Food,19,5,21,19,"Middle Eastern, Arabic, Lebanese, Barbecue, Egyptian",1E+075,1E+021,1E+025,1E+025,0,1E+020,45.47102,9.14076,21,26586,2350
1102,StrEat,114,4,15.5,114,"American, Brew Pub, Grill, Bar, Barbecue",1E+077,1E+023,0,0,0,1.10100000001E+021,45.45742,9.16111,56,15228,4550
1103,La Brasserie di Greco,74,4,53.5,74,"Italian, Bar, Pub",1E+040,0,100000000000,0,0,1E+021,45.49975,9.20943,17,16032,2150
1104,Poke Samba,17,5,,17,"Fast Food, Healthy, Hawaiian",1E+044,0,1000000000000000,0,0,1001000000000,45.46627,9.17709,204,16765,4950
1105,Berberè Milano Centrale,102,4,10,102,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.48116,9.20302,90,18831,3200
1106,Pizza Haus,154,4,,154,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.47773,9.10707,5,9854,1250
1107,Pizzeria Albani,109,3.5,,109,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.48185,9.14524,52,21394,3500
1108,Arcobaleno Vegetariano,165,4,,165,Italian,1E+040,0,100000000000,0,0,0,45.43876,9.22456,37,36129,1900
1109,Paellami,361,3.5,,361,"Seafood, Mediterranean, European, Spanish",1E+051,0,1E+022,1000000,0,100000,45.4919,9.21321,70,44572,2800
1110,Il Nuovo Secolo,134,3.5,,134,"Italian, Chinese, Japanese, Sushi, Asian, Seafood",1.00000000000001E+073,1.00000000000001E+019,110000000000,0,0,100010,45.46035,9.14932,43,44222,2150
1111,Organic Pizza and Food Isola,24,4.5,32.5,24,"Pizza, Mediterranean",1E+031,0,100,0,0,10000000,45.487,9.18687,88,22859,3200
1112,Pizzacoteca,106,4,,106,"Italian, Pizza, Mediterranean",1.000000001E+040,0,100000000100,0,0,10000000,45.47148,9.18772,114,18492,6250
1113,Temakinho Milan Magenta,980,3.5,,980,"Brazilian, Japanese, Seafood, Sushi, Asian",1.0001E+073,1.0001E+019,10000000000,0,0,100010,45.46788,9.17419,51,17962,6050
1114,Ristorante Pizzeria Stella Marina,141,3.5,,141,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.50364,9.2453,24,37408,2200
1115,Maison Leone,69,4.5,,69,"Italian, Cafe, European",1.00000000001E+051,0,1.00000000001E+022,0,0,1E+017,45.46867,9.21453,193,62347,4750
1116,Romagna & Co 2,25,4.5,5.5,25,"Italian, Fast Food",1E+040,0,100000000000,0,0,1000000000000,45.47808,9.20345,193,62347,4750
1117,Insaluteria,37,4.5,17,37,"Italian, Mediterranean, Deli, Healthy",1.000000001E+040,0,100000000100,0,0,1000001000000000,45.48046,9.19431,57,5863,4150
1118,Sushi Kobe,173,3.5,,173,"Chinese, Japanese, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,10,45.45082,9.20151,60,16739,3100
1119,Fratelli Guido,46,4.5,,46,Italian,1E+040,0,100000000000,0,0,0,45.50468,9.10591,11,32544,1850
1120,Bar Pizzeria Barbagia,142,3.5,,142,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.48641,9.15651,13,8863,4200
1121,Just Café,31,4.5,,31,Italian,1E+040,0,100000000000,0,0,0,45.46027,9.17706,204,16765,4950
1122,Briscola Pizza Society - Sempione,293,3.5,18.5,293,"Italian, Pizza, Mediterranean",1.000000001E+040,0,100000000100,0,0,10000000,45.48391,9.16374,91,30985,3850
1123,Green Sushi,107,4,37,107,"Chinese, Japanese, Seafood, Sushi, Asian, Fusion",1.00000000000001E+073,1.00000000000001E+019,1.00000001E+018,0,0,100010,45.46371,9.13944,43,44222,2150
1124,Da Carlos ristorante pizzeria,32,4.5,28,32,"Italian, Pizza, Seafood",1E+040,0,100000000000,0,0,10100000,45.48746,9.20961,90,18831,3200
1125,Latteria Davenia,51,4,,51,"Italian, Mediterranean",1.000000001E+040,0,100000000100,0,0,0,45.45297,9.16648,56,15228,4550
1127,Crosta,158,3.5,,158,Pizza,0,0,0,0,0,10000000,45.47083,9.20914,193,62347,4750
1128,Il Caffé Del Salumiere,30,5,,30,"Italian, Wine Bar",1E+040,0,100000000000,0,0,1,45.42914,9.2026,7,15111,1750
1129,Ristorante Il Gatto e La Volpe,148,4,21,148,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.51548,9.19245,19,36181,1350
1130,Antica Forneria 1901,32,4.5,,32,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.45506,9.21275,89,31720,4100
1131,Rakki sushi,326,3.5,,326,"Chinese, Japanese, Sushi, Asian, Thai",1.00000000000001E+073,1.00000000000001E+019,10000000000,100,0,10,45.44911,9.21778,21,22982,2650
1132,Acai Frullateria,68,4.5,,68,Healthy,0,0,0,0,0,1000000000,45.48429,9.21594,193,62347,4750
1133,ODDO Italian Finest Hot Dog,25,4.5,6,25,"Italian, American, Fast Food, Contemporary",1E+077,1E+023,100000000000,0,0,1.0001E+016,45.4441,9.17659,81,20008,4000
1134,NIMA Sushi & Uramakeria (Sempione),232,3.5,68.5,232,"Japanese, Sushi, Asian",1E+073,1E+019,10000000000,0,0,10,45.47733,9.16983,32,17883,4300
1135,Wine Bar Giglio,23,5,7,23,"Italian, Bar",1E+040,0,100000000000,0,0,1E+021,45.4686,9.21648,193,62347,4750
1136,Sole d'Oriente,137,4,21,137,"Chinese, Japanese, Seafood, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.44372,9.17977,81,20008,4000
1137,Romeo la Pinseria der Colosseo,169,4,11,169,"Romana, Lazio, Central-Italian",1E+060,1000000,1000000,1000000000000000,0,0,45.45,9.17779,81,20008,4000
1138,Garage 5,28,4.5,,28,"Italian, Fast Food, Bar, Pub",1E+040,0,100000000000,0,0,1.000000001E+021,45.46536,9.17818,204,16765,4950
1139,Le Presine Volanti,14,5,12,14,"Italian, African, International, Mediterranean, Middle Eastern",1E+078,1E+024,10100000000101,1E+025,0,0,45.46105,9.20969,89,31720,4100
1140,Viva,170,3.5,13.5,170,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.43944,9.22416,37,36129,1900
1141,Kiku,129,3.5,,129,"Chinese, Japanese, Sushi, Asian, Seafood",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.46198,9.22942,22,19658,3300
1142,Bottega Farina,32,4.5,13,32,"Italian, Mediterranean, Emilian, Romana, Lazio, Lombard, Northern-Italian, Central-Italian",1.0000001E+060,1000000,1.0000000000001E+024,1.000001E+021,0,0,45.47751,9.21495,193,62347,4750
1143,Prince Coffee,49,4.5,5.5,49,"Cafe, Italian",1E+040,0,100000000000,0,0,1E+017,45.48227,9.21283,193,62347,4750
1144,Ristorante Cinese Felice Di Chen Suijian,59,4,22.5,59,"Chinese, Asian",1.00000000000001E+073,1.00000000000001E+019,0,0,0,0,45.49399,9.1424,33,41405,1850
1145,Pizzeria Nennè,53,4,,53,"Pizza, Italian, Neapolitan, Campania, Southern-Italian, Mediterranean",1E+067,10000000000000,100000000100,1E+023,0,10000000,45.46672,9.20881,89,31720,4100
1146,La Masseria,612,3.5,,612,"Italian, Bar, Pizza, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,1.00000000000001E+021,45.49129,9.23957,18,19596,1650
1147,La Padelletta,43,4.5,,43,"Italian, Pizza, Fast Food",1E+040,0,100000000000,0,0,1000010000000,45.47634,9.22476,61,36376,1900
1148,Mitsui 2 - Viale Brenta,257,3.5,,257,"Chinese, Japanese, Seafood, Sushi, Asian, Fusion",1.00000000000001E+073,1.00000000000001E+019,1.00000001E+018,0,0,100010,45.44124,9.21613,37,36129,1900
1149,Filly Bar,29,4.5,,29,Italian,1E+040,0,100000000000,0,0,0,45.45634,9.16557,56,15228,4550
1150,Aloha Poké,19,4.5,18,19,"Hawaiian, Italian, Seafood, Fast Food",1.0001E+044,0,1000100000000000,0,0,1000000100000,45.48615,9.22566,70,44572,2800
1151,Lievità Varese - Pizzeria Gourmet,125,4,22,125,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,10000000,45.47882,9.18457,114,18492,6250
1152,ABnormal Gallery,27,4.5,21,27,"Bar, Pub, Italian, Grill, Street Food",1E+040,0,100000000000,0,0,1.00000000001E+021,45.44109,9.18144,13,11572,2000
1153,Berberè Milano Colonne,23,4.5,12,23,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.45975,9.18136,204,16765,4950
1154,Parsifal Bar con Cucina,37,4.5,21,37,Italian,1E+040,0,100000000000,0,0,0,45.48389,9.22337,193,62347,4750
1156,Antica Trattoria Bagutto,192,3.5,41.5,192,"Italian, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,100000,45.44426,9.26088,2,5213,1750
1157,The Bar Milano,51,4,,51,Bar,0,0,0,0,0,1E+021,45.46602,9.19173,204,16765,4950
1159,Pronto Sushi,69,4,,69,"Japanese, Sushi, Asian, Fusion",1E+073,1E+019,1.00000001E+018,0,0,10,45.45054,9.1394,36,31176,2000
1160,Pizzeria Grand'Italia,406,3.5,17,406,"Italian, Pizza, Mediterranean, European, Lombard, Northern-Italian",1.00000000001E+051,0,1.00000000001E+022,1E+021,0,10000000,45.47518,9.18563,114,18492,6250
1161,ristorante pizzeria Nuova Brianza,119,4,,119,"Mediterranean, Italian, Pizza, Seafood",1.000000001E+040,0,100000000100,0,0,10100000,45.44418,9.24115,8,10847,2000
1162,B. Pasternak,12,5,11.5,12,"Contemporary, Italian, Bar, Pub",1E+040,0,100000000000,0,0,1.00001E+021,45.45142,9.17104,74,17030,4000
1163,Biif Burger,198,4,30,198,"Steakhouse, Fast Food, Mediterranean, Italian, Pizza, Barbecue, American",1E+077,1E+023,100000000100,0,0,1.0000000100001E+020,45.48118,9.16659,91,30985,3850
1164,Ristorante Shorai,85,4,22,85,"Chinese, Japanese, Seafood, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.46274,9.20456,55,15364,5050
1166,Giacomo Tabaccheria,74,4,,74,"Italian, Cafe, Pub",1E+040,0,100000000000,0,0,1.00000000001E+017,45.46556,9.20833,89,31720,4100
1167,Pizzeria Meucci,216,3.5,11.5,216,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.46582,9.18041,204,16765,4950
1168,Cocciuto - Via Melzo,112,3.5,,112,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,10000000,45.47596,9.2075,193,62347,4750
1170,Spontini - Papiniano,447,3.5,,447,Italian,1E+040,0,100000000000,0,0,0,45.45792,9.17047,51,17962,6050
1171,Petit Paradis,117,3.5,,117,"Italian, Pizza, Seafood, European",1.00000000001E+051,0,1.00000000001E+022,0,0,10100000,45.45852,9.14648,43,44222,2150
1172,Little Italy,149,4,,149,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.466,9.21613,89,31720,4100
1173,"Mama Burger - Piazza Gae Aulenti, 4",61,4,12.5,61,"American, Fast Food",1E+077,1E+023,0,0,0,1000000000000,45.4833,9.18888,57,5863,4150
1174,Shi's,82,4,36,82,"Japanese, Sushi, Fusion, Seafood",1.00000001E+047,0,1.00000001E+018,0,0,100010,45.45912,9.18165,204,16765,4950
1175,dvb DOLCEVITA BISTROT,28,4.5,24,28,Italian,1E+040,0,100000000000,0,0,0,45.49096,9.18628,88,22859,3200
1176,Calabianca,184,3.5,,184,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.50037,9.22119,24,37408,2200
1177,Pizzeria Griglieria Flash,600,3.5,,600,"Italian, Pizza, Seafood, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,10100000,45.46221,9.19394,204,16765,4950
1178,Mamma Farina Imbonati,261,3.5,,261,"Italian, Pizza, Mediterranean",1.000000001E+040,0,100000000100,0,0,10000000,45.50101,9.1833,19,23546,2000
1179,Tang Court Bbq,44,4,,44,"Chinese, Asian",1.00000000000001E+073,1.00000000000001E+019,0,0,0,0,45.48304,9.18172,57,5863,4150
1180,El Sureno,149,4,,149,"Italian, Pizza, Mediterranean",1.000000001E+040,0,100000000100,0,0,10000000,45.47733,9.20183,193,62347,4750
1181,Boulangerie & Fruit,26,4.5,,26,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.48816,9.20318,90,18831,3200
1182,Vale Sushi,51,4.5,,51,"Japanese, Seafood, Sushi, Diner, Asian, Chinese",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100000000100010,45.45623,9.21714,21,22982,2650
1183,Al Portico,73,4,,73,"Italian, Pizza, Seafood",1E+040,0,100000000000,0,0,10100000,45.51556,9.15703,1,7273,1450
1184,Nisida Verace,215,3.5,,215,"Italian, Pizza, Mediterranean",1.000000001E+040,0,100000000100,0,0,10000000,45.50793,9.20306,17,16032,2150
1185,Antica Focacceria San Francesco,567,3.5,,567,"Italian, Sicilian, Southern-Italian",1E+040,0,100000000000,100100000000,0,0,45.47586,9.20504,193,62347,4750
1187,Parco Sushi,304,3.5,,304,"Japanese, Seafood, Sushi, Asian, Fusion",1E+073,1E+019,1.00000001E+018,0,0,100010,45.46581,9.17933,204,16765,4950
1188,Moon Sushi,55,4,31.5,55,"Chinese, Japanese, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,10,45.51636,9.24486,3,17685,1650
1189,Pokeria by Nima,127,3.5,,127,"Hawaiian, Asian",1E+073,1E+019,1000000000000000,0,0,0,45.46964,9.19986,55,15364,5050
1190,Spago Cafe,41,4,,41,"Italian, Bar, Pub",1E+040,0,100000000000,0,0,1E+021,45.48895,9.1841,88,22859,3200
1191,Giro' 18 Restaurant Cafè,163,3.5,,163,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.50155,9.17824,19,23546,2000
1192,AmicoSushi,249,4,28.5,249,"Japanese, Seafood, Sushi, Asian, Chinese",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.44901,9.20327,60,16739,3100
1193,Pizzeria Ristorante Ciak,91,3.5,,91,"Italian, Pizza, Seafood",1E+040,0,100000000000,0,0,10100000,45.46761,9.22483,22,19658,3300
1194,Trattoria Caprese,222,3.5,,222,"Italian, Pizza, Seafood, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,10100000,45.48984,9.18796,88,22859,3200
1195,I Romano,22,4.5,,22,"Pizza, Southern-Italian, Italian, Neapolitan, Campania",1E+067,10000000000000,100000000000,1E+023,0,10000000,45.46477,9.23041,22,19658,3300
1196,Ristorante Belle Epoque,23,4.5,12.5,23,"Italian, American, Brew Pub, Pizza, Pub, Beer restaurants",1E+077,1E+023,100000000000,0,0,1.1000000000011E+019,45.50143,9.16238,19,13955,2000
1197,Smart Kook,32,5,10,32,"Italian, Bar, Fast Food, Cafe, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,1.000100001E+021,45.46158,9.19098,204,16765,4950
1198,Sio Cafe,458,3.5,,458,"Italian, Brazilian, Latin, Sushi, European, Spanish, South American",1E+069,1000000000000000,1.00000000001E+022,1001000000,0,10,45.51128,9.21061,30,8583,1950
1199,Ya Xiang Lou,63,4,,63,"Chinese, Asian",1.00000000000001E+073,1.00000000000001E+019,0,0,0,0,45.45994,9.15803,34,27088,4550
1200,Mania Tropicale,21,4.5,8.5,21,"Italian, Brazilian, South American, Fast Food",1E+069,1000000000000000,100000000000,1000000000,0,1000000000000,45.45895,9.19132,204,16765,4950
1201,Alice Pizza,93,4,,93,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.49099,9.14618,33,41405,1850
1202,KOS,104,4,,104,"Chinese, Japanese, Seafood, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.49516,9.19802,12,25985,2050
1203,Altravia Bistrot,53,4.5,,53,Italian,1E+040,0,100000000000,0,0,0,45.48578,9.20955,90,18831,3200
1204,Braceria Trattoria Ardente,34,4,30,34,"Italian, International, Barbecue, American",1E+077,1E+023,10100000000000,0,0,1E+020,45.43178,9.24504,8,10847,2000
1205,Miga - Korean Restaurant,60,4,,60,"Asian, Korean",1E+073,1E+019,100000000,0,0,0,45.48186,9.21048,193,62347,4750
1206,Pinsa Per Te,68,4,7.5,68,"Italian, Pizza, International, Healthy, Street Food",1.01E+042,0,10100000000000,0,0,1010000100,45.48112,9.17174,91,30985,3850
1207,La boutique della pizza Milano,24,5,,24,"Italian, Pizza, Gastropub",1E+040,0,100000000000,0,0,100010000000,45.43457,9.15452,3,16616,2750
1208,Say Cheese Bistrot,23,4.5,23.5,23,"Italian, French, American, International, Wine Bar",1E+077,1E+023,1.000000101E+020,0,0,1,45.46363,9.22798,22,19658,3300
1209,Ca' Pelletti Milano,500,3.5,16.5,500,"Italian, Mediterranean, Emilian, Northern-Italian, Street Food",1.0000000000001E+053,0,1.0000000000001E+024,1E+021,0,100,45.48385,9.18925,57,5863,4150
1210,Stramacchio - mozzarella soprattutto,16,5,,16,"Campania, Italian",1E+067,10000000000000,100000000000,0,0,0,45.45105,9.19569,44,13686,3300
1211,Caffe' Egeo,54,4,10.5,54,"American, Italian",1E+077,1E+023,100000000000,0,0,0,45.4858,9.20195,90,18831,3200
1212,Gnulöt,29,4.5,9,29,Italian,1E+040,0,100000000000,0,0,0,45.46178,9.20397,55,15364,5050
1213,Sapurì,111,4,12,111,"Italian, Mediterranean, Pizza",1.000000001E+040,0,100000000100,0,0,10000000,45.46045,9.17484,51,17962,6050
1214,TestaMi,42,4,12.5,42,"Italian, Street Food",1E+040,0,100000000000,0,0,100,45.45549,9.16424,56,15228,4550
1215,La Caveja Piadinerie,42,4,6,42,Italian,1E+040,0,100000000000,0,0,0,45.45794,9.19359,204,16765,4950
1216,Regina Piadina,29,4.5,,29,"Italian, Fast Food",1E+040,0,100000000000,0,0,1000000000000,45.48904,9.22071,70,44572,2800
1217,Pizzeria Calafuria,223,3.5,,223,"Italian, Pizza, Seafood, Grill",1E+040,0,100000000000,0,0,10010100000,45.46535,9.13598,43,44222,2150
1218,Original Pizza,525,3.5,17.5,525,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.46199,9.19519,204,16765,4950
1219,A Modo Tuo,38,4.5,,38,"Italian, Mediterranean",1.000000001E+040,0,100000000100,0,0,0,45.47854,9.21497,193,62347,4750
1220,Pizzeria de Curtis,71,4,,71,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.50659,9.244,24,37408,2200
1221,Lapsus Caffe Libreria,21,4.5,,21,"Italian, Cafe",1E+040,0,100000000000,0,0,1E+017,45.44143,9.17863,13,11572,2000
1222,Porter House,106,4,12.5,106,"Italian, American, Steakhouse, Bar, Pizza",1E+077,1E+023,100000000000,0,0,1.00000000000001E+021,45.44491,9.19484,11,7786,1850
1223,Crunchy Green,45,4,8.5,45,"Italian, Cafe, Fast Food, Mediterranean, Healthy",1.000000001E+040,0,100000000100,0,0,1.00001001E+017,45.4831,9.1993,90,18831,3200
1224,Cose buone,40,4.5,,40,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.43522,9.20113,7,15111,1750
1225,Pizzeria Oceania,29,4.5,,29,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.47054,9.22878,61,36376,1900
1226,BQ Arduino,76,4,,76,"Italian, Bar",1E+040,0,100000000000,0,0,1E+021,45.47704,9.15039,52,21394,3500
1227,God Save The Food - Piave,149,3.5,20,149,"European, Contemporary",1E+051,0,1E+022,0,0,1E+016,45.47062,9.20725,193,62347,4750
1228,Ghenza,145,3.5,,145,"Chinese, Japanese, Seafood, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.44148,9.17895,13,11572,2000
1229,Pizzeria La Smorfia,101,4,,101,"Italian, Pizza, Neapolitan",1.0000000000001E+040,0,100000000000,1E+023,0,10000000,45.46362,9.08703,8,29916,1600
1230,MA Ristorante,38,4,,38,"Chinese, Asian",1.00000000000001E+073,1.00000000000001E+019,0,0,0,0,45.4641,9.23041,22,19658,3300
1231,The Club 1,36,4.5,30.5,36,"Italian, Wine Bar",1E+040,0,100000000000,0,0,1,45.45663,9.16868,56,15228,4550
1232,Chiosco San Patrignano Portello,43,4,,43,"Italian, Street Food",1E+040,0,100000000000,0,0,100,45.49099,9.14618,33,41405,1850
1233,Hama,250,3.5,,250,"Japanese, Seafood, Sushi, Asian",1E+073,1E+019,10000000000,0,0,100010,45.46831,9.15225,52,21394,3500
1234,L'Angolo,35,4.5,9,35,"Italian, Street Food, Bar, Pub",1E+040,0,100000000000,0,0,1E+021,45.49659,9.23803,18,19596,1650
1235,Ristorante Pizzeria Notre Dame,105,4,,105,"Italian, Pizza, Seafood, European",1.00000000001E+051,0,1.00000000001E+022,0,0,10100000,45.48751,9.18771,88,22859,3200
1236,Gino Sorbillo Gourmand Duomo,462,3.5,,462,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,10000000,45.46504,9.19067,204,16765,4950
1237,La Basilicata,242,3.5,,242,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.50167,9.21022,17,16032,2150
1238,Tramé - Original Venetian Sandwiches,106,3.5,,106,"Italian, Fast Food, Street Food",1E+040,0,100000000000,0,0,1000000000100,45.48201,9.20091,90,18831,3200
1239,Gino Sorbillo - Olio a Crudo,594,3.5,18,594,"Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100,1E+023,0,10000000,45.45525,9.16675,56,15228,4550
1241,La Madia,32,4.5,,32,"Italian, Deli",1E+040,0,100000000000,0,0,1000000000000000,45.47681,9.20406,193,62347,4750
1242,La Pasteria da Michela,17,5,9,17,"Italian, Mediterranean",1.000000001E+040,0,100000000100,0,0,0,45.51561,9.22577,26,29523,1950
1243,Rosticceria Leoncino,77,4,,77,Italian,1E+040,0,100000000000,0,0,0,45.45671,9.20815,89,31720,4100
1244,Pizzeria Gemelli,179,3.5,,179,"Italian, Pizza, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,10000000,45.50107,9.22157,24,37408,2200
1245,Enoteca Max's Wine,30,5,21,30,"Italian, International",1.01E+042,0,10100000000000,0,0,0,45.48723,9.1603,91,30985,3850
