restaurant_id,Title,Reviews,Rating,Price,Revenue,Cuisine,Cuisine_countries,Cuisine_countries_0,Cuisine_countries_1,Cuisine_countries_2,Cuisine_countries_3,Cuisine_auxes,lat,lng,restaurants_count,Population,Pricexm2
520,A' Pizzella,66,4.5,26,66,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,10000000,45.47939,9.16456,32,17883,4300
521,La Taverna Dei Terroni,333,4,,333,"Italian, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,100000,45.49307,9.21884,70,44572,2800
522,Tramé - Original Venetian Sandwiches,771,4,7.5,771,"Italian, Fast Food",1E+040,0,100000000000,0,0,1000000000000,45.4736,9.18359,114,18492,6250
523,Ristorante Pizzeria Sant'Ambrogio,249,4,,249,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.45883,9.16345,34,27088,4550
525,Toyama,512,4,,512,"Chinese, Japanese, Seafood, Sushi, Asian, Soups",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,110010,45.45491,9.17236,74,17030,4000
526,Hua Cheng,352,4,,352,"Chinese, Asian, Soups",1.00000000000001E+073,1.00000000000001E+019,0,0,0,10000,45.48063,9.1755,91,30985,3850
527,Il Brutto Anatroccolo,441,4,,441,"Mediterranean, Lombard, Northern-Italian",1.1000001E+032,0,1100,1E+021,0,0,45.44598,9.17878,81,20008,4000
528,La Cappelletta,959,3.5,27,959,"Italian, Pizza, Mediterranean, European, Lombard, Northern-Italian",1.00000000001E+051,0,1.00000000001E+022,1E+021,0,10000000,45.48441,9.24204,14,11819,1600
529,Trattoria Caprese Milano Cassala,,4,,169.613636363636,"Italian, Pizza, Seafood, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,10100000,45.44441,9.16608,74,17030,4000
530,Osteria Angelino dal 1899,423,4,26.5,423,"Mediterranean, Italian, Romana, Lazio, Central-Italian",1E+060,1000000,100001000100,1000000000000000,0,0,45.48266,9.199,90,18831,3200
531,Pils Pub,164,4,16.5,164,"Bar, Pub, Italian, Brew Pub",1E+040,0,100000000000,0,0,1.001E+021,45.47721,9.17451,91,30985,3850
532,Carta da Zucchero,84,4.5,,84,"Bar, Cafe",0,0,0,0,0,1.0001E+021,45.4616,9.08948,8,29916,1600
533,Pizzeria Piccola Ischia,371,4,,371,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,10000000,45.47765,9.21132,193,62347,4750
534,212 Hamburger & Delicious,137,4,,137,"American, Fast Food",1E+077,1E+023,0,0,0,1000000000000,45.46753,9.18257,204,16765,4950
535,Roqus,115,4.5,4,115,"Italian, Pizza, Mediterranean",1.000000001E+040,0,100000000100,0,0,10000000,45.4516,9.18711,44,13686,3300
536,Little Italy Borsieri,562,3.5,,562,"Italian, Pizza, Mediterranean",1.000000001E+040,0,100000000100,0,0,10000000,45.48598,9.18872,88,22859,3200
537,La Locanda,231,4,,231,"Italian, Pizza, Seafood, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,10100000,45.46957,9.15453,52,21394,3500
538,Cocotte Milano,406,4,,406,"Italian, French, Bar, Cafe, European",1.01000000001E+051,0,1.01000000001E+022,0,0,1.0001E+021,45.46253,9.20872,89,31720,4100
539,Acero,202,4,17,202,"Chinese, Japanese, Seafood, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.45677,9.17245,51,17962,6050
540,Pastamadre,671,3.5,33,671,"Italian, Seafood, Mediterranean, Sicilian, Southern-Italian",1.000000001E+040,0,100000000100,100100000000,0,100000,45.45158,9.20525,60,16739,3100
541,Osterialnove,448,3.5,35.5,448,"Italian, Seafood, Mediterranean, Lombard, Northern-Italian, European",1.00000000001E+051,0,1.00000000001E+022,1E+021,0,100000,45.49186,9.18874,88,22859,3200
542,Macha Cafe,574,4,,574,"Japanese, Cafe, Sushi, Asian, Healthy",1E+073,1E+019,10000000000,0,0,1.00000001E+017,45.48085,9.18327,114,18492,6250
543,Antica Trattoria Toscana Il Borghetto,526,4,64.5,526,"Italian, Barbecue, Tuscan, Central-Italian, Mediterranean",1E+060,1000000,100000000100,1,10000,1E+020,45.50137,9.20982,17,16032,2150
544,Temakinho Milan Brera,,4,35.5,239.715384615385,"Japanese, Brazilian, Seafood, Sushi, Asian, Fusion",1.0001E+073,1.0001E+019,1.00000001E+018,0,0,100010,45.47456,9.18329,114,18492,6250
545,La Farcita,31,5,7,31,"Italian, Pizza, Fast Food, Deli, Mediterranean",1.000000001E+040,0,100000000100,0,0,1001000010000000,45.47762,9.21683,193,62347,4750
546,Qui Si Mangia,207,4,,207,"Italian, Seafood, Mediterranean, European, Lombard, Northern-Italian",1.00000000001E+051,0,1.00000000001E+022,1E+021,0,100000,45.48545,9.19764,57,5863,4150
547,Cocopazzo,572,3.5,,572,"Italian, Pizza, Mediterranean, European, Tuscan, Lombard, Northern-Italian, Central-Italian",1.000000001E+060,1000000,1.00000000001E+022,1E+021,10000,10000000,45.46546,9.19833,204,16765,4950
548,Casa del Ramen,146,4.5,21,146,"Central Asian, Japanese, Asian",1.00000000001E+073,1.00000000001E+019,10000000000,0,0,0,45.45321,9.17182,74,17030,4000
549,Kitchen,277,4,42.5,277,"Italian, Seafood, European, Healthy, Mediterranean",1.00000000001E+051,0,1.00000000001E+022,0,0,1000100000,45.43301,9.18092,15,29683,1700
550,Pizzeria Ristorante Salernitano,473,3.5,,473,"Italian, Pizza, Seafood, Mediterranean, Lombard, Northern-Italian",1.000000011E+040,0,100000001100,1E+021,0,10100000,45.48087,9.20973,193,62347,4750
551,Mood Factory,539,4,,539,"American, Bar, Italian, Pub",1E+077,1E+023,100000000000,0,0,1E+021,45.4514,9.18878,44,13686,3300
552,KD House,138,4.5,20,138,American,1E+077,1E+023,0,0,0,0,45.49095,9.18889,88,22859,3200
553,Solopizzacafè Navigli,356,3.5,,356,"Seafood, Grill, Diner, Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,100010010100000,45.45162,9.17771,74,17030,4000
554,Rustell,98,4.5,,98,"Italian, Barbecue",1E+040,0,100000000000,0,0,1E+020,45.4695,9.15507,52,21394,3500
555,Ristorante SottoSopra,444,3.5,,444,"Italian, Pizza, Seafood, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,10100000,45.51769,9.21247,30,8583,1950
557,Pizzeria da Mimmo,188,4,,188,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.48042,9.17158,91,30985,3850
558,Denzel,722,3.5,,722,"American, Israeli, Barbecue",1E+077,1E+023,1000000000000,0,0,1E+020,45.46497,9.15535,34,27088,4550
559,Sarla,635,4,,635,"Indian, Asian",1E+073,1E+019,100000000000000,0,0,0,45.45924,9.18448,204,16765,4950
560,Pizzeria da Ciro,870,4,,870,"Italian, Pizza, Seafood, Mediterranean, European, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,1.00000000001E+022,1E+023,0,10100000,45.46757,9.15419,52,21394,3500
561,Gastronomia Comotti,162,4.5,18,162,"Italian, Mediterranean, Deli",1.000000001E+040,0,100000000100,0,0,1000000000000000,45.46311,9.13918,43,44222,2150
562,Il Pizzaleo,52,5,,52,"Italian, Pizza, Fast Food, Romana, Lazio, Central-Italian",1E+060,1000000,100001000000,1000000000000000,0,1000010000000,45.45491,9.17236,74,17030,4000
563,mani in pasta,338,4,7,338,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.50362,9.23966,24,37408,2200
564,Garage Pizza & Co,438,4,26,438,"Italian, Pizza, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,10000000,45.48187,9.16508,91,30985,3850
565,deep gold milano,100,4.5,,100,"Italian, Cafe, Pub",1E+040,0,100000000000,0,0,1.00000000001E+017,45.48514,9.19876,57,5863,4150
566,Panino Giusto Colonne Di San Lorenzo,344,4,,344,"Italian, Fast Food, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,1000000000000,45.45975,9.18136,204,16765,4950
567,Trattoria Caprese,892,4,35.5,892,"Italian, Cafe, Campania, Southern-Italian, Neapolitan",1E+067,10000000000000,100000000000,1E+023,0,1E+017,45.46676,9.15219,34,27088,4550
568,Mamma Farina Valtorta,593,4,30,593,"Italian, Pizza, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,10000000,45.49981,9.2265,24,37408,2200
569,Ristorante Ci Fusion Asian,264,4,,264,"Chinese, Japanese",1E+059,100000,10000000000,0,0,0,45.46202,9.21928,89,31720,4100
570,Piadart,78,4.5,10,78,"Italian, Bar, Fast Food, Contemporary",1E+040,0,100000000000,0,0,1.000010001E+021,45.45762,9.18166,204,16765,4950
571,Don Raffaele,835,4,24,835,"Italian, Pizza, Seafood, Mediterranean, Neapolitan, Campania, Southern-Italian, Grill",1E+067,10000000000000,100000000100,1E+023,0,10010100000,45.45873,9.15403,34,27088,4550
572,Trita,743,4,16.5,743,"American, Fast Food",1E+077,1E+023,0,0,0,1000000000000,45.45315,9.17952,81,20008,4000
573,Pizzeria Assaje - Sanzio,581,4,,581,"Italian, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,0,45.46871,9.15258,52,21394,3500
574,Castello nuovo,123,4,24,123,"Italian, Chinese, Japanese, Seafood, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,110000000000,0,0,100010,45.47014,9.13412,21,26586,2350
575,Amor di Sicilia,247,4,,247,"Italian, Bar, Cafe, Mediterranean",1.000000001E+040,0,100000000100,0,0,1.0001E+021,45.46266,9.21766,89,31720,4100
576,Ai Tre Ponti,441,4,8,441,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.4622,9.23598,22,19658,3300
577,Puccia&Pasta,53,4.5,12.5,53,"Mediterranean, Seafood, Street Food, Apulian, Southern-Italian",1E+076,1E+022,100,100000000,0,100100,45.48994,9.18984,88,22859,3200
578,'A livella,117,4,,117,"Italian, Pizza, Mediterranean",1.000000001E+040,0,100000000100,0,0,10000000,45.45507,9.12002,11,14318,1750
579,Rocking horse,601,4,,601,"Italian, Lombard, Northern-Italian",1.00000001E+040,0,100000001000,1E+021,0,0,45.48218,9.18751,57,5863,4150
580,VIVECA,446,4,30,446,"Italian, Pizza, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,10000000,45.47678,9.20548,193,62347,4750
581,Solo Pizza,449,4,28,449,"Italian, Pizza, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000000,1E+023,0,10000000,45.45002,9.21194,60,16739,3100
582,Rossopomodoro Milano San Babila,620,3.5,,620,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,10000000,45.46562,9.19833,204,16765,4950
583,Neo Kisho,43,4.5,50,43,"Japanese, Seafood, Sushi, Asian",1E+073,1E+019,10000000000,0,0,100010,45.46739,9.18264,204,16765,4950
584,Sushi Cube,134,4.5,30.5,134,"Japanese, Seafood, Sushi, Asian, Fusion",1E+073,1E+019,1.00000001E+018,0,0,100010,45.48296,9.20443,90,18831,3200
585,Strambio Sei,323,4,,323,"Italian, Pizza, Seafood, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,10100000,45.47332,9.23151,61,36376,1900
586,Ristorante Yuan,94,4,,94,"Chinese, Asian",1.00000000000001E+073,1.00000000000001E+019,0,0,0,0,45.48636,9.21863,70,44572,2800
587,Ribs and Beer,579,3.5,24,579,"American, Steakhouse, Barbecue, Central American",1.00000000000001E+077,1.00000000000001E+023,0,0,0,1E+020,45.481,9.24537,14,11819,1600
588,Pepe Nero,908,4.5,21,908,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,10000000,45.44878,9.21095,60,16739,3100
589,Tagliabrodo,183,4,27,183,"Italian, Mediterranean, Soups, Fusion",1.0000001E+047,0,1.0000001E+018,0,0,10000,45.45495,9.16143,56,15228,4550
590,Sushi Bambu Restaurant All You Can Eat,143,4,17.5,143,"Chinese, Japanese, Seafood, Sushi",1E+059,100000,10000000000,0,0,100010,45.49746,9.14569,33,41405,1850
591,Organic Pizza and Food,176,4,24,176,"Italian, Pizza, Mediterranean",1.000000001E+040,0,100000000100,0,0,10000000,45.46387,9.18087,204,16765,4950
592,Il Kiosko,172,4,,172,"Seafood, Italian, Fast Food",1E+040,0,100000000000,0,0,1000000100000,45.45208,9.18,81,20008,4000
593,Mosobna,109,4,,109,African,1E+078,1E+024,0,0,0,0,45.47678,9.20548,193,62347,4750
594,Pizzeria Pappa & Ciccia,91,4.5,,91,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.51637,9.1895,19,36181,1350
595,Viva BuonoFrescoNaturale - Crocetta,173,4,12,173,"Italian, Cafe, Soups, Fast Food, International",1.01E+042,0,10100000000000,0,0,1.0000100000001E+017,45.4559,9.19543,44,13686,3300
596,Ristorante Chekiang,105,4,,105,"Chinese, Seafood, Asian",1.00000000000001E+073,1.00000000000001E+019,0,0,0,100000,45.4847,9.21072,193,62347,4750
597,Chiù Gustosità Italiane,267,4,20,267,"Italian, Mediterranean, Contemporary, Wine Bar, Pizza",1.000000001E+040,0,100000000100,0,0,1.000000001E+016,45.46892,9.17204,51,17962,6050
598,Antares Self Restaurant e Cafe,179,4,12.5,179,"Italian, Bar, Seafood, Mediterranean, International",1.01000000001E+042,0,10100000000100,0,0,1E+021,45.48238,9.20127,90,18831,3200
599,Bel Paese,202,4,,202,"Italian, Pizza, Seafood, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,10100000,45.48919,9.21098,70,44572,2800
601,Pizza OK 2,323,4,18,323,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.46999,9.15338,52,21394,3500
602,Pizzeria Tradizionale,934,4,,934,Italian,1E+040,0,100000000000,0,0,0,45.45202,9.17688,74,17030,4000
603,Piccolo Principe,388,4,,388,"Italian, Pizza, Seafood, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,10100000,45.4738,9.14821,52,21394,3500
604,Dulcis in fundo,211,4,30,211,"Italian, International, Mediterranean",1.01000000001E+042,0,10100000000100,0,0,0,45.49551,9.20969,17,16032,2150
607,Misushi restaurant,269,4.5,19.5,269,"Chinese, Japanese, Seafood, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.45193,9.18419,81,20008,4000
608,Da Zero,154,4,,154,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,10000000,45.46917,9.1876,114,18492,6250
609,Ristorante Pizzeria Sabatini,,4,25.5,169.613636363636,"Italian, Pizza, Seafood, Mediterranean, Lombard, Northern-Italian",1.000000011E+040,0,100000001100,1E+021,0,10100000,45.47922,9.20906,193,62347,4750
610,Temakinho Milan Navigli,,4,35.5,239.715384615385,"Japanese, Brazilian, Seafood, Sushi, Asian, Healthy, Fusion",1.0001E+073,1.0001E+019,1.00000001E+018,0,0,1000100010,45.45138,9.17384,74,17030,4000
611,Kyo Fusion Restaurant,353,4,19,353,"Chinese, Japanese, Seafood, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.46529,9.20708,55,15364,5050
612,Panificio Danelli,79,4.5,,79,"Italian, Cafe",1E+040,0,100000000000,0,0,1E+017,45.48541,9.23348,61,36376,1900
613,Macelleria Equina Bianchi,47,5,,47,Italian,1E+040,0,100000000000,0,0,0,45.43804,9.18499,13,11572,2000
614,Passa & Gusta,54,4.5,,54,"Italian, European, Deli, Mediterranean, Seafood",1.00000000001E+051,0,1.00000000001E+022,0,0,1000000000100000,45.44436,9.2164,37,36129,1900
615,Wonton,44,4.5,53.5,44,"Chinese, Asian",1.00000000000001E+073,1.00000000000001E+019,0,0,0,0,45.47713,9.20226,193,62347,4750
616,Wok in Box,53,4.5,,53,"Asian, Chinese",1.00000000000001E+073,1.00000000000001E+019,0,0,0,0,45.47766,9.20583,193,62347,4750
617,Hi Poke,71,4.5,14,71,"Japanese, Seafood, Fast Food, Sushi, Hawaiian",1.00001E+044,0,1000010000000000,0,0,1000000100010,45.45931,9.17806,204,16765,4950
618,Ristorante Cinese Di Jin Yun Fang,101,4.5,,101,"Chinese, Seafood, Asian",1.00000000000001E+073,1.00000000000001E+019,0,0,0,100000,45.50911,9.17716,19,25305,2000
619,Puccia's Brothers,239,4,8,239,"Italian, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,0,45.46756,9.17282,51,17962,6050
620,Planet,120,4,24,120,"Italian, Japanese, Seafood, Sushi",1.1E+040,0,110000000000,0,0,100010,45.50838,9.17731,19,25305,2000
621,Pizzeria Spontini,,3.5,10.5,123.728,Pizza,0,0,0,0,0,10000000,45.4819,9.21338,193,62347,4750
622,Piccola Ischia,,3.5,18,169.613636363636,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,10000000,45.4539,9.21577,21,22982,2650
623,BIOit,493,4,33,493,"Italian, Seafood, Mediterranean, Healthy, Pizza",1.000000001E+040,0,100000000100,0,0,1010100000,45.48644,9.19008,88,22859,3200
624,Locanda Macconago Trattoria con Caffè & Bistro,142,4.5,34.5,142,"Italian, Healthy, Lombard, Northern-Italian, Mediterranean",1.000000011E+040,0,100000001100,1E+021,0,1000000000,45.4134,9.20964,1,440,1450
625,Grouse Rotisserie,40,4.5,12,40,"Italian, Grill, Fast Food",1E+040,0,100000000000,0,0,1010000000000,45.45597,9.20499,60,16739,3100
626,Ottimomassimo,361,4,,361,"Italian, Cafe, Fast Food, Mediterranean, European, Soups",1.00000000001E+051,0,1.00000000001E+022,0,0,1.0000100000001E+017,45.4639,9.18734,204,16765,4950
627,Polleria Milano 2.0,278,4,9.5,278,"Indian, Italian, Fast Food, Barbecue",1.001E+043,0,100100000000000,0,0,1.00000001E+020,45.44943,9.20246,60,16739,3100
628,131 Chicken Experience,134,4,14,134,"Italian, Fast Food, Grill, Street Food, Dining bars",1E+040,0,100000000000,0,0,11010000000100,45.45284,9.20132,55,15364,5050
629,Kanji,551,3.5,,551,"Chinese, Japanese, Seafood, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.48312,9.19969,90,18831,3200
630,Tartare & Friends,69,4.5,,69,"Italian, Seafood, Fast Food, Sushi, Hawaiian",1.0001E+044,0,1000100000000000,0,0,1000000100010,45.47951,9.18382,114,18492,6250
631,Buona Forchetta,894,4,23,894,"Italian, Pizza, Seafood, Mediterranean, European, Lombard, Northern-Italian",1.00000000001E+051,0,1.00000000001E+022,1E+021,0,10100000,45.45182,9.17065,74,17030,4000
632,Panzerotto Mio Baggio,68,4.5,4.5,68,"Italian, Pizza, Fast Food",1E+040,0,100000000000,0,0,1000010000000,45.45755,9.08966,8,29916,1600
633,J'S Hiro,497,4,,497,"Japanese, Seafood, Sushi, Asian, Soups",1E+073,1E+019,10000000000,0,0,110010,45.44941,9.19442,44,13686,3300
634,Volemose Bene,,4,30,169.613636363636,"Italian, Mediterranean, Romana, Lazio, Central-Italian",1E+060,1000000,100001000100,1000000000000000,0,0,45.47667,9.18967,114,18492,6250
635,Ristorante Lo Smeraldo,202,4,,202,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.46935,9.23492,61,36376,1900
636,Parma & Co.,462,4,22,462,"Italian, Mediterranean, Gastropub",1.000000001E+040,0,100000000100,0,0,100000000000,45.47316,9.18406,114,18492,6250
637,Masquenada,680,4,33,680,"Mexican, Latin, Healthy, Barbecue, South American, Central American",1E+063,1000000000,10000010,1000000000,0,1.00000000001E+020,45.4634,9.21707,89,31720,4100
638,Cuore Verde,45,4.5,17,45,Italian,1E+040,0,100000000000,0,0,0,45.47718,9.14915,52,21394,3500
639,Vinello a Milano,126,4,,126,"Wine Bar, Italian",1E+040,0,100000000000,0,0,1,45.46433,9.14149,43,44222,2150
640,Pizzeria Napulegna,60,4.5,15,60,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000100,1E+023,0,10000000,45.45104,9.1539,36,31176,2000
641,My Kimchi,119,4,,119,"Barbecue, Asian, Korean",1E+073,1E+019,100000000,0,0,1E+020,45.48033,9.18126,91,30985,3850
642,Miscusi - Colonne,210,4,11,210,"Italian, Mediterranean, Romana, Lazio, Ligurian, Northern-Italian, Central-Italian",1E+060,1000000,100001010100,1.000001E+021,0,0,45.45912,9.18165,204,16765,4950
643,Panino Giusto San Babila,710,3.5,,710,"Northern-Italian, Central-Italian, Southern-Italian, Italian",1E+060,1000000,100000000000,1.0000000000001E+021,0,0,45.46592,9.19887,204,16765,4950
644,Istanbul Ayasofya,81,4.5,,81,"Turkish, Middle Eastern, Fast Food, Mediterranean, Egyptian",1E+054,1,1E+025,1E+025,0,1000000000000,45.50066,9.2213,24,37408,2200
645,Shanti Ristorante Indiano,87,4,,87,Indian,1E+043,0,100000000000000,0,0,0,45.46021,9.17181,51,17962,6050
646,Quei Due,416,4,,416,"Italian, Pizza, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,100000000000,1E+023,0,10000000,45.45054,9.18202,81,20008,4000
647,Lojer,151,4,154.5,151,"Chinese, Japanese, Sushi, Asian, Seafood",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.46217,9.1382,43,44222,2150
648,Homu Ristorante,210,4,,210,"Chinese, Japanese, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,10,45.47213,9.14331,21,26586,2350
649,Il Re Italian Bakery,73,4.5,15,73,Italian,1E+040,0,100000000000,0,0,0,45.47787,9.20362,193,62347,4750
650,La Caletta,250,4,38.5,250,"Italian, Pizza, Seafood, Sardinian, Southern-Italian",1E+040,0,100000000000,10000100000000,0,10100000,45.49502,9.21146,17,16032,2150
651,Mercalli 22,465,4,38.5,465,"Italian, Pizza, Seafood, Mediterranean, European",1.00000000001E+051,0,1.00000000001E+022,0,0,10100000,45.45537,9.18947,44,13686,3300
652,Antichi Sapori,90,4.5,,90,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.46373,9.12931,43,44222,2150
654,Pidaza - Pizza Romagnola,35,4.5,8.5,35,"Italian, Fast Food, Romagna",1E+040,0,100000000000,1E+016,0,1000000000000,45.45762,9.18166,204,16765,4950
655,Kamii,200,4,,200,"Chinese, Japanese, Seafood, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.48472,9.21725,193,62347,4750
656,Pub  Bere Buona Birra,68,4.5,,68,Pub,0,0,0,0,0,1000000,45.44804,9.20521,60,16739,3100
657,Lars Milano,193,4,21,193,"Italian, American, Barbecue",1E+077,1E+023,100000000000,0,0,1E+020,45.44685,9.15503,23,13793,3900
658,La Magolfa & Go,46,4.5,12,46,"Italian, Pizza",1E+040,0,100000000000,0,0,10000000,45.45315,9.17952,81,20008,4000
659,Willy's Burger,185,4,8,185,"American, Fast Food",1E+077,1E+023,0,0,0,1000000000000,45.47762,9.21683,193,62347,4750
660,Sapore Della Grecia,100,4,24,100,"Greek, Mediterranean",1.00000000000001E+045,0,1.00000000000001E+016,0,0,0,45.46285,9.21684,89,31720,4100
661,Ristorante Pizzeria Il Faro,148,4,,148,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.50814,9.19794,19,36181,1350
662,Il Pinguino blu,205,4,,205,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.46648,9.21592,89,31720,4100
663,Pegasus Sushi Restaurant,179,4,,179,"Chinese, Japanese, Sushi, Asian, Seafood",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,100010,45.52032,9.19232,19,36181,1350
664,Paninoteca Unione,84,4.5,7,84,"Italian, Fast Food",1E+040,0,100000000000,0,0,1000000000000,45.46223,9.18739,204,16765,4950
665,SUSHIMI - Pirelli,124,4.5,9,124,"Japanese, Seafood, Fast Food, Sushi, Asian",1E+073,1E+019,10000000000,0,0,1000000100010,45.48396,9.1981,57,5863,4150
666,Dai Due Fratelli,194,4,,194,"Italian, Mediterranean, European, Pizza",1.00000000001E+051,0,1.00000000001E+022,0,0,10000000,45.49792,9.14515,33,41405,1850
667,Pizzeria del King,107,4,,107,"Italian, Pizza, Mediterranean",1.000000001E+040,0,100000000100,0,0,10000000,45.47737,9.20601,193,62347,4750
668,Sushi San,104,4.5,,104,"Japanese, Sushi, Asian, Soups",1E+073,1E+019,10000000000,0,0,10010,45.45,9.17779,81,20008,4000
669,Pescaria - Milano Via Bonnet,,3.5,,169.613636363636,"Italian, Seafood, Fast Food, Mediterranean, Healthy",1.000000001E+040,0,100000000100,0,0,1001000100000,45.48216,9.18477,57,5863,4150
670,Pizzeria Dell'Angelo,203,4,,203,"Pizza, Italian",1E+040,0,100000000000,0,0,10000000,45.46726,9.15811,32,17883,4300
671,Beato Te Milano,,3.5,56.5,169.613636363636,"Italian, Pizza, Seafood, Mediterranean, Grill",1.000000001E+040,0,100000000100,0,0,10010100000,45.44769,9.12507,11,14318,1750
672,Da Trap,184,4,,184,"Italian, Pizza, Seafood, Mediterranean",1.000000001E+040,0,100000000100,0,0,10100000,45.4503,9.15127,36,31176,2000
674,Masaccio 18,91,4.5,,91,Italian,1E+040,0,100000000000,0,0,0,45.4795,9.14591,52,21394,3500
675,Miscusi - Isola,226,4,13,226,"Italian, Mediterranean, Romana, Lazio, Ligurian, Northern-Italian, Central-Italian",1E+060,1000000,100001010100,1.000001E+021,0,0,45.48764,9.18927,88,22859,3200
676,I Panini Della Befi,229,4,,229,"Italian, Bar, Cafe, European",1.00000000001E+051,0,1.00000000001E+022,0,0,1.0001E+021,45.46481,9.19452,204,16765,4950
677,"La Casa Iberica, Via Premuda 1",293,4,,293,"Mediterranean, European, Spanish",1E+051,0,1E+022,1000000,0,0,45.46533,9.20739,89,31720,4100
678,Wakaba,339,4,,339,"Japanese, Seafood, Sushi, Asian, Soups",1E+073,1E+019,10000000000,0,0,110010,45.46266,9.21766,89,31720,4100
679,Lato Mare Milano,40,5,,40,"Italian, Seafood, Fast Food, Mediterranean, Healthy, Central-Italian",1E+060,1000000,100000000100,0,0,1001000100000,45.45931,9.17806,204,16765,4950
680,Starita Milano,,3.5,,123.728,"Pizza, Neapolitan, Campania, Southern-Italian",1E+067,10000000000000,0,1E+023,0,10000000,45.4766,9.17002,32,17883,4300
681,Eatme & Go,378,3.5,,378,"Italian, Cafe, Fast Food, European",1.00000000001E+051,0,1.00000000001E+022,0,0,1.00001E+017,45.46091,9.18473,204,16765,4950
682,Ristoro Monterosso,262,4.5,,262,"Italian, Pizza, Fast Food, Mediterranean",1.000000001E+040,0,100000000100,0,0,1000010000000,45.45126,9.20313,60,16739,3100
683,La Martesana,154,4,,154,"Italian, Pizza, Seafood",1E+040,0,100000000000,0,0,10100000,45.50253,9.22463,24,37408,2200
684,Jade Cafe,204,4,,204,"Chinese, Japanese, Sushi, Asian",1.00000000000001E+073,1.00000000000001E+019,10000000000,0,0,10,45.46233,9.1927,204,16765,4950
685,VeroGusto,58,4.5,9,58,"Italian, Fast Food",1E+040,0,100000000000,0,0,1000000000000,45.48864,9.22409,70,44572,2800
686,New Friday Ristorante Pizzeria,200,4,,200,"Italian, Pizza, Seafood",1E+040,0,100000000000,0,0,10100000,45.50412,9.22236,26,29523,1950
